Location,Manjanggul,Bijarim,Seopjikoji,Seongsanilchul Provincial Marine Park,Jeongbang Waterfall,Xu Fu exhibition,Chilshimni food specialized street,Jusangjeolli,Cheonjiyeon Waterfall,Saeyeongyo office,Sanbangsan Mountain,The mystery of the road,Jejumok government office,Jeju Natural World Heritage Center,Halla Arboretum,Historic Site of Anti-Yuan Movement,Jeolmul Natural Recreation Forest,Bulgeun Oreum Natural Recreation Forest,Museum of Contemporary Art,11Course,The Museum of Sex Health,Andeok Valley,9Course,Daejeong-eup,Andeok-myeon,7Course,Jungmun Tourist Complex,Jungmun Marine Park Pacificland,Cheonjeyeon Falls,Ripley's Believe It or Not! Museum,Teddy Bear Museum,Play K-Pop Jeju,World Car Museum,Hwasun Gotjawal eco-tourism attractions forest,Songaksan,Footprints hwaseokjji Management Office,Four Seasons beach,Four Seasons coast road,Hwasun golden sand beach,Mara Provincial Marine Park,Seogwipo Cross-country Bus Terminal,Seogwipo Astronomical Science and Culture Center,Museum of world shell,Gidang Art Museum,Soingook Theme Park,hyeopjjae beach,Suwolbong Peak,Sinjeju Rotary,off-season training camp,Jeju pottery Museum,Jeju kanran exhibition,The culture street of pine park,Lee Joong-sup street,Seogwipo City Lee Joong-sup Art Gallery,Jungangno cross road,Pyoseon-myeon,Pyoseon daily gym,1Course,2Course,5Course,Gujwa gym,Jeju National Museum,Jeju National Sports Center,Namwon-eup,Dodubong Park,Donnaeko,Sarabong Park,Seongsan-eup,Sinyang seopjikoji the beach,Jeju Folk Village Museum,Pyoseon Haevichi beach,Jeju Pony Town,Hayo soesokkak the beach,Honinji Pond,Jungang Rotary,Seongsanpo Shell Museum,Pony Valley,Museum of the world sex,Maze Park,Andeok Living Gym,Oedolgae Rock,Yongyeon,Yongduam Rock,Ilchulland,Jeju Haenyeo Museum,Jeju Herb Dongsan,Blue Mountain Coffee theme park,Dongmun Rotary,Jeju 4.3 peace park,Namwon living gym,Jeju rehabilitation hospital,Keuneong,Gangchanghak b Stadium,International Peace Center Jeju,Jeju International Peace Center Jeju,Maehwa Theme Park -1,Maehwa Theme Park  - 2,The Da Vinci Museum,Daeyu industry,Hyodon-ri,Seogwipo all-weather a gate ball ground,Camellia Hill,Samyang-dong site,Seogwipo Citrus Museum,Seogwipo-si  Gungdojang,Seogwipo roller-skating rink,Jeju Sculpture Park,Seogwipo Natural Recreation Forest,Soam the Memorial hyeonjunghwa,Alice's Adventures in Wonderland,Soingook Theme Park,Hwanggeumnyung goldeunhil hub farm -2,Jeju Glass Museum,Hankyong gym,Hwanggeumnyung goldeunhil hub farm -1,267-7 Donggwang-ro,Andeok-myeon,"Seogwipo-si, Jeju-do",eongtto waterfall,Yerae Ecology Experience Center,Jewon Apt,Jeju Greentea,Cheju folklore and national history museum,Sports Stadium,Hyuaeri,Kim Jeong-hui's House of Exile,anti-Japan memorial hall,Korea Baseball Hall of Fame,Gimjeong Cultural Center,Birthplace of Beopjeongsa,Jeju Museum of Art,Gwakjji gwamul beach,Museum of Education,Ido Park,Jeju anti-Japan memorial hall,Jocheon gym,deer ecology observation center,Aewal Ocean Front National Sports Center,Jeju dinosaurs Museum,Jeju chusagwan,natural-lover gallery,Liquorium,Daejeong Culture and Sports Center,Hanlim gym,water transport park,Film Culture center,Aewol gym,ioteu beach,Intercity Bus Terminal
9Course,50.00862692736097,50.46699484078977,56.70365856453897,59.31982074966869,19.587483464292387,19.505687940110235,19.343014216316195,5.918328219013141,17.98427012260799,18.341168885767857,4.488420188566806,26.549345707343114,34.18523115972969,40.90709509956723,28.647998122229705,24.257143987555605,33.295364324204364,34.45425153833698,14.474922103404335,10.306554028459525,2.4098410056850947,2.3908955324300956,0,10.226792041587352,2.6604684240961762,17.360677972309066,4.914111624091555,5.104263971986284,5.34842985775424,5.043110553973983,4.9435164859551435,5.041536242678601,5.243236908260987,4.077569919957937,7.813642976331002,13317.364103756392,4.790080117423137,51.684332978607515,2.590767437177754,15.857353414558577,13.730540816606409,10.85244407084073,17.73876685880895,17.675493554312666,6.953650416051013,20.829127980421752,19.578401673777172,30.938072412343953,13317.364103756392,13.814545722246121,18.584026304649797,18.807186554581346,18.887586937847036,18.955961728718375,33.97526933216817,44.837196620114796,44.07276442715683,61.79401007706393,57.51898265122257,33.6426222628258,51.34237501776664,35.33282681029767,35.36099125420816,33.752026768644306,31.74516971037604,21.700459260342253,35.55048269140244,50.50693180015362,56.70365856453897,45.67200004137195,45.405540586855565,42.57895529494016,24.439238400217576,53.29865017618696,18.64904548684219,57.42167116458438,42.93184200907172,13.700707253092379,14.075597110015403,3.7499040947132274,17.03897463477915,34.01115759664847,34.040122199830186,47.490808790775645,56.47443289579822,43.410629803229185,46.996995342520904,34.3825841180554,33.755513449644376,32.22549903547574,18.784117380968155,32.0758105103569,13.311840751695886,5.640772950858837,5.640772950858837,8.535735783750741,8.535735783750741,9.438191797591132,5.51136207717603,23.813580865908563,43.9621550139968,34.3825841180554,38.13634368609658,23.16202454173669,18.573421097179157,13.133652020394674,4.090112245502308,12.355411288704579,19.194954416781865,6.8421520874466655,6.953650416051013,13317.364103756392,4.676568110768605,17.929926829015088,13317.364103756392,8.236489968263946,2.6604684240961762,13317.364103756392,13.344612353512971,2.8653438129797313,30.26573381005796,8.231846854317302,33.878932269856996,32.19433195655352,26.596318351376876,7.8652071249699835,42.787311189127756,13.02101143315228,13.777368393407194,30.74467170715427,26.769928061205555,24.328322926476133,33.186978729850466,33.555669558627756,42.787311189127756,42.6453400787645,33.7483292745248,27.970371402031734,23.788259434756206,7.8652071249699835,40.343925275907296,44.36230885787742,12.08192020019646,20.96310336936656,33.6452206984333,34.484359366430326,25.28044582534003,30.24163513132574,32.50349463977185
Daejeong-eup,58.75448908612095,59.70218320663376,66.62545494279081,69.10608348218452,29.79955412042937,29.717854964581147,29.553363886829004,16.12698819050242,28.203111565565226,28.5360099384142,5.912428173665907,33.19559199237215,40.56915043757892,49.99284357145812,35.1103330190082,28.88177660325361,42.03550563189604,43.88586853067291,12.61462092143334,0.9085533438906459,9.327031397431199,9.961135169427262,10.226792041587352,0,8.299858531465151,27.565254698024034,15.101617827789983,15.328876250223946,15.522559446994418,15.197139471567738,15.108815432811154,15.21552877164088,11.029592480053669,8.465106695198157,4.6896340890752155,13308.363310112234,5.439631357130565,60.12021045454664,7.727264772295178,12.195156892990529,23.956621890516914,20.55314105902247,27.9590025964141,27.889951530546718,9.633169487755449,18.631733390223378,11.25761766982074,37.162675429963876,13308.363310112234,6.781313046135819,28.81058517942066,29.014217334466228,29.104421956766565,29.17122988233334,40.42870462950756,55.009368969454286,54.1488129473827,71.42391214497052,67.29971617951016,43.86671262181014,59.78479414051184,42.14693707878119,42.13247267633307,43.97480167327797,37.1866276288418,31.759592536170608,42.23234785026798,60.53983469221619,66.62545494279081,55.85658602412553,55.57697018086666,52.28327407541023,34.6603608513338,63.209236543252565,28.875004683921667,67.03970099602891,52.699940196545604,23.923209348874085,24.299431796195442,7.798832029297607,27.235411651846036,40.249874411802146,40.21749267899834,57.47381495851597,65.67250292030718,53.566834735434746,56.989591547448825,40.868438006702625,42.236731475584335,42.44836175737838,29.0099329290009,42.301670100461806,23.517989586420846,15.863068054324295,15.863068054324295,7.017866112510258,7.017866112510258,16.156888938286308,14.469319244636699,34.03993747483948,54.04110026085699,40.868438006702625,45.36547327472152,33.3781430475316,28.799992406729427,23.346732403052666,7.164725103211015,21.511002566269333,29.40813984901562,9.469834766037431,9.633169487755449,13308.363310112234,12.388885785953274,10.394530183876274,13308.363310112234,12.270989945799439,8.299858531465151,13308.363310112234,23.502219955832214,13.056221185163686,36.35078660091531,17.324146029946093,40.5129340922155,38.650594438725044,36.68417701592915,3.5636460064051754,50.4272094242281,23.224050330901953,24.004144798097887,37.02848287627454,33.42861022776543,25.34748785450801,39.90458874025979,40.50792291759421,50.4272094242281,50.31664050738283,42.385012641926814,32.37796199112316,29.27310247194213,3.5636460064051754,50.368346191494034,54.44208493954714,4.405398040251777,20.330836899366183,40.488771618122925,40.904623175297985,27.316603368786478,35.468108840063095,38.94459727456544
Andeok-myeon,50.8802298747015,51.60617621525839,58.3288117545821,60.8312308670109,21.83488405918145,21.753054573288686,21.59625404455681,8.285669375722007,20.21303357428515,20.634064250203235,2.403884798797919,26.42342947144572,34.01156409001652,41.95004196678721,28.46848522295856,23.406786876963892,34.134968021578935,35.70033595968895,12.014408779560737,8.56413619328601,1.060465295322678,1.6941462743041356,2.6604684240961762,8.299858531465151,0,19.636130391948313,7.0043805571005855,7.339485689835542,7.395179883968703,7.052128108951561,6.9791325157175175,7.094806702079261,3.908378568297456,1.6685769916530901,7.072285899394692,13314.742603659151,3.2239777672032757,52.40563333816564,1.1371572690923648,16.007511725189644,15.929084838438243,12.260103822143599,19.962179060252684,19.921853601975105,4.733749603985406,18.455398598878617,16.991747627555416,30.687156011951497,13314.742603659151,11.20560772023759,20.75308354734584,21.071201039324855,21.121246272453686,21.19504995182022,33.825940219037,46.76446930507717,45.85866355689635,63.19035570611178,59.02571404933828,35.73059948062454,52.06632342545194,35.32557877651017,35.33760466081558,35.830654602837114,31.228898522294543,23.4737224328723,35.49406490983711,52.242202152464934,58.3288117545821,47.62364789767249,47.33120768826107,44.02257088807899,26.639966399209232,54.91341418087724,20.828737304809554,58.80838609216992,44.42488808763281,15.930429563992579,16.294495798961158,1.1010271389214235,19.333711793720497,33.78400391381721,33.79118708270535,49.17396023191459,57.59628306594036,45.310005660905176,48.68985590036882,34.247348813858984,34.46361518028694,34.3062303091382,20.965272223488384,34.182653872284035,15.364633134287669,7.8447254874320915,7.8447254874320915,5.88758612860165,5.88758612860165,8.99162942833975,6.2490981610918634,25.940404599003127,45.751636290908124,34.247348813858984,38.303127052424536,25.221414785904592,20.74218110287611,15.211706209308542,1.4577798611498358,13.34550564298713,21.44015867435553,4.590756436701167,4.733749603985406,13314.742603659151,4.440988776496386,15.302210738718397,13314.742603659151,6.602327108632911,0,13314.742603659151,15.282364837412011,5.039991526276503,29.960095618894922,9.129215495712668,33.79623483401642,32.03600749959563,28.403074522517084,5.466745761308653,43.137030961507634,15.065522309491488,15.95050691048813,30.51394759969997,26.65060647652706,22.547132684244723,33.13225230380634,33.59334787113773,43.137030961507634,43.00792200579751,34.53512464954143,27.095722771207097,23.212666615304627,5.466745761308653,42.070759002424836,46.15274396040849,9.577472603890488,18.818625568877767,33.64111723836894,34.325556917927244,23.739268797080733,29.643501641469975,32.3413901457515
7Course,38.09006814401218,37.03962732914591,40.822797131916644,43.869844089713624,2.248493252890275,2.167872744487035,1.9965555315671712,11.443396478131291,0.8623162657108701,1.0190932570185867,21.82013940650167,23.998152023587235,30.38065382526575,28.535604674278154,25.92839546514743,26.795788537319353,22.998206894510666,21.417881089787155,28.436661866961575,27.572438820255076,18.785649949736595,18.23633329318183,17.360677972309066,27.565254698024034,19.636130391948313,0,12.636721533519296,12.307336001266886,12.262236648644494,12.612451808813269,12.674758931033153,12.555682528324839,19.014802947295067,20.280669017641433,24.404641258895012,13333.271258990848,22.128647905835447,40.55505031747043,19.926976181871925,29.469158132163454,3.776800619648802,9.708590206443807,0.7686072524903615,0.48934224979141266,21.67140812704164,33.354183202920076,36.3327386208511,28.20187693167929,13333.271258990848,30.5437550464653,1.8153484452920705,1.4503656673118634,1.6106464839470167,1.654540039714521,30.04541967808571,28.02272559115941,27.758793178268785,46.80808849809603,42.11705769390266,16.494783379313844,40.21461563703606,30.26721523096361,30.396557581386695,16.626163812817026,30.572912982673408,7.289159577159568,30.773862647730624,34.283834659035726,40.822797131916644,28.778325237730446,28.59041758013684,27.871626903973553,7.134874078859848,37.509732885930944,1.7669364879315004,42.55837277473841,27.9596748650827,3.72465620895622,3.3822500580805315,20.503201311933186,0.4057829520926264,30.582709321918234,30.748941263910382,31.522874225148296,42.938122466300186,26.700199533800046,30.99870827598451,30.296427142381372,24.250128234152886,15.11100349722086,1.8554888357690933,14.897816098312259,4.782149219740516,11.793286426526361,11.793286426526361,24.65401970052082,24.65401970052082,17.37748458475422,14.759387142891901,6.730547054185592,27.63638824268442,30.296427142381372,31.559066322510837,6.42619773603215,1.8109503471493689,4.810061453072369,21.04688638838216,11.276726677624703,1.8675573547140536,21.686976346916115,21.67140812704164,13333.271258990848,17.04317455435234,34.44721728645833,13333.271258990848,20.729989787100518,19.636130391948313,13333.271258990848,5.400018341978508,14.612290660124042,28.014476043194318,12.978681092420075,29.530047748124662,28.624447640259383,10.979175104598333,25.1002720603692,34.54091145154357,5.0668612699906,3.8188528364215903,27.915351258171285,24.11889645401206,32.4690646192349,28.769736283412964,28.473609679011513,34.54091145154357,34.33025205391275,23.730215582509242,29.79961443766616,24.802862817155997,25.1002720603692,24.358347894115962,28.025776342672156,29.16713192035986,31.929323988698783,28.82137426444905,30.536050376900917,31.76637328267088,29.871173683559142,28.903450118951792
Jungmun Tourist Complex,45.614883767427536,45.84886727635427,51.82319085066069,54.478206974285435,14.830794238516816,14.748973628424762,14.592593513667532,1.6880717414041042,13.208673360276387,13.638370705809875,9.247145398214114,23.588723840366633,31.180996356370255,36.38412537481937,25.731847308387966,22.5940692862158,28.9925138391496,29.78997003418847,16.99058879661953,15.213479225897304,6.154012652308738,5.622909223458846,4.914111624091555,15.101617827789983,7.0043805571005855,12.636721533519296,0,0.6210881953689873,0.44549398156517617,0.297197387955408,0.19102159402127347,0.17131717702828986,6.980585329888855,7.7048269288865265,12.592468548366009,13321.279290272285,9.684188148590723,47.43223332878701,7.380022967998856,19.80961466690562,8.925410914370424,6.3120757529635965,12.957929832013598,12.918028112852507,9.568974734493105,22.82092153016019,23.795276779105976,28.097115573421643,13321.279290272285,17.9904606806259,13.757447920114215,14.068896852399485,14.116866505017827,14.190718086313245,30.93642059163234,39.92735506055389,39.16240283773477,57.004144678234304,52.67999841758754,28.775301363265385,47.08844543274568,32.06841671297564,32.11972241006631,28.880572737751248,29.32539288963595,16.80012338660147,32.35558430682859,45.60256876575707,51.82319085066069,40.76572984515669,40.495554295173626,37.77882825718856,19.639663647981806,48.42221473880962,13.830546070001498,52.63923363286756,38.10747795104243,8.926555713510743,9.290121475737813,7.871276305634647,12.340010113717115,31.091396689672596,31.153930383621265,42.597485902045136,51.86142543511866,38.49801696219951,42.101567535715326,31.317678806606757,29.58906457620771,27.354515412179378,13.966826365653683,27.217132899381596,8.416466304448715,0.9102489411620887,0.9102489411620887,12.21263430254442,12.21263430254442,8.24065159934926,3.599729211423105,18.962455443484377,39.05143695334486,31.317678806606757,34.60345535481539,18.27846109345113,13.746617613658461,8.24773618224237,8.410192226517976,8.270383525316463,14.43601055810847,9.540457097967751,9.568974734493105,13321.279290272285,5.140669375733165,21.98148734526758,13321.279290272285,9.489904286118866,7.0043805571005855,13321.279290272285,8.4305027706379,2.05097487252115,27.522479913293207,4.812776725353397,30.740972123872538,29.191470096618644,21.68706793959667,12.471092747967989,38.987319567064006,8.122459132822122,8.950438738632357,27.874813543585308,23.7946459758587,24.600776561413355,30.015529999588242,30.245146813067702,38.987319567064006,38.83015162500577,29.497474376040326,26.2567971469141,21.642393102468205,12.471092747967989,35.44314961607727,39.45145427558361,16.53611726591011,22.261560841795216,30.39415127318064,31.45400408460075,24.979364648650936,27.986838831775138,29.50235654256135
Jungmun Marine Park Pacificland,45.76432881882206,45.924396587864585,51.74693575969003,54.43705580010555,14.519043285706173,14.437181469956034,14.277542310799639,1.0979603812649363,12.905814854362855,13.300578846761194,9.520300947338177,24.01790982752626,31.59511594974279,36.49786302563891,26.16307814403652,23.142170992691348,29.177423166680228,29.854501993676024,17.560626240473614,15.40613181171021,6.538992406368749,6.037026914509926,5.104263971986284,15.328876250223946,7.339485689835542,12.307336001266886,0.6210881953689873,0,0.7580902405338142,0.8732978135948846,0.8012382022823299,0.7180867165852678,7.539230858158447,8.13634529864749,12.649384976331586,13321.76603374813,9.894212428397559,47.618859179208485,7.634213285217555,19.63089324645122,8.636982915603605,6.50541980357936,12.65782950932855,12.605263279469982,10.1046406794606,23.420632222615126,24.216203239327402,28.5340695331058,13321.76603374813,18.41043528851233,13.486630564192707,13.747552558014718,13.811962401716043,13.88295311956213,31.346457366878273,39.75079568224015,39.0376051052297,56.99712592573607,52.64113200785551,28.538631793202217,47.27474652305524,32.44738646695365,32.50186548473915,28.64780594005197,29.80513196879594,16.70848481508105,32.743857078718015,45.49227836739483,51.74693575969003,40.57977632104705,40.31940302939403,37.77013381561163,19.353316958446097,48.350866799064924,13.554155204725419,52.63729678240042,38.08259324693746,8.618714905277765,8.989488941227146,8.249795988330025,11.999144677252444,31.515883805451555,31.582333451934847,42.50642426683741,51.93717614032025,38.33236644437987,42.007485795868945,31.724033524798195,29.807704633389534,27.121282756228677,13.689675383129932,26.97279413515295,8.21739155279348,0.5417104175789127,0.5417104175789127,12.67826641780945,12.67826641780945,8.84846152910214,4.219860970746617,18.711306549540232,38.9254261978377,31.724033524798195,34.94002673932831,18.058951439451686,13.475956647342258,8.034010464131615,8.767596032282837,8.57858622209805,14.125143853805726,10.070417245443554,10.1046406794606,13321.76603374813,5.727542279163553,22.425450471252127,13321.76603374813,10.090044240435953,7.339485689835542,13321.76603374813,8.298454715494623,2.305063774757976,27.97110058761934,5.303412605679446,31.1384331020514,29.607852669425846,21.57087878089777,12.796793109197065,39.27486866062141,7.929568096043673,8.677645677975713,28.30869135406796,24.221716560533324,25.219081474876457,30.40930183728977,30.619421577686907,39.27486866062141,39.1149839594159,29.69544642060626,26.79717314103208,22.15655493602984,12.796793109197065,35.34159062222033,39.32489388733478,16.90449588520083,22.877998929406928,30.776655601311457,31.86459652478072,25.586522152599493,28.483144819328572,29.91860791135746
Cheonjeyeon Falls,45.183776317398866,45.40730943618671,51.38050427663778,54.03338724040179,14.447449580846587,14.365679682208816,14.210755517117976,1.6265714326280893,12.822348896862218,13.267246200925111,9.657648989247503,23.27116171985725,30.85337082066348,35.947002240053756,25.415808487568142,22.392272779809893,28.568479954917947,29.347255245777077,17.182144642550586,15.64224580615085,6.5235887271311315,5.977922485097963,5.34842985775424,15.522559446994418,7.395179883968703,12.262236648644494,0.44549398156517617,0.7580902405338142,0,0.3538684343954455,0.416477840667278,0.30748291027391284,7.200418522002454,8.044463158303943,13.037423885168446,13321.561957850166,10.110925792056268,47.009022890059875,7.797583375865411,20.232409212305374,8.536418302107323,5.8862001983374,12.570606097258803,12.536009583501764,9.814374923106321,22.949665036768153,24.13259304899546,27.785269979376796,13321.561957850166,18.329823724621672,13.35859423069617,13.690034000544337,13.730959429831023,13.805966128691168,30.606117855693093,39.49921880183842,38.72526508364038,56.55865074132751,52.23509570523811,28.362698605186008,46.665153443489544,31.719269442200737,31.772393363078244,28.46682784046579,29.048153282871144,16.359712710869548,32.01183983674213,45.16341080770772,51.38050427663778,40.339576486780665,40.06731784664054,37.33333996602939,19.24478741521268,47.97916452798218,13.433675425691442,52.1937546702508,37.66220091433836,8.545589416723761,8.905704229440202,8.241046462682462,11.971109839480919,30.770767394860332,30.836029397054304,42.15622033241921,51.419930939874384,38.06773396298613,41.66061569521458,30.98501674924928,29.173695176842656,26.94102480326826,13.570178335705185,26.806954480598154,7.998524284151781,0.7383172708670342,0.7383172708670342,12.522777243044978,12.522777243044978,8.16490101089102,3.6081778733838528,18.55548520319642,38.61447422979289,30.98501674924928,34.23227371721966,17.862210889926338,13.347712557558841,7.83399459073223,8.789444304119248,7.883250834231729,14.052455589412046,9.79259806974354,9.814374923106321,13321.561957850166,5.3179749826262785,22.303671692534017,13321.561957850166,9.625059419573796,7.395179883968703,13321.561957850166,7.997729231125971,2.4831974435649915,27.21937394268733,4.545332475717377,30.40272293909448,28.865294485827746,21.249339927589688,12.86094018478455,38.59513263217418,7.7031482694536795,8.555408304908806,27.56073086233965,23.47560285409835,24.569767282358175,29.67500896735329,29.893298949953778,38.59513263217418,38.43691519593824,29.076617767023237,26.044534287591702,21.39910538926657,12.86094018478455,35.00311362095324,39.014562545557666,16.905006508346748,22.328670239170865,30.04697955919482,31.124075113477513,24.895736992964242,27.725096561448655,29.17610186773527
Ripley's Believe It or Not! Museum,45.38063952440942,45.638517758264356,51.66989302656631,54.31059272073053,14.795380302435357,14.713628444812906,14.559115503858559,1.881527488919077,13.169476307703388,13.618087069751956,9.324553866789568,23.29463795685791,30.888375595281776,36.16153067103881,25.437530112247078,22.301595123892216,28.748608747563466,29.584457418676898,16.854914507105214,15.325490250019909,6.174201289651516,5.626017644929004,5.043110553973983,15.197139471567738,7.052128108951561,12.612451808813269,0.297197387955408,0.8732978135948846,0.3538684343954455,0,0.12610636674850143,0.15521943579229477,6.863106276077463,7.69092632667609,12.764136419037664,13321.212354301888,9.792425091223487,47.18697244255099,7.470402978901327,20.05718150255935,8.883076866736674,6.0739485562384035,12.917434109508635,12.884403448662072,9.47105054507643,22.64693299521181,23.77881359032166,27.802254954488472,13321.212354301888,17.976130697510722,13.700961423171305,14.03918591016809,14.078165713324301,14.15351761310252,30.644276654128916,39.81870219060208,39.030473031062506,56.823191064522675,52.511546006283695,28.696737672358445,46.84328686489419,31.78044886609979,31.83127960538026,28.800055008166332,29.02826429611376,16.657828997052103,32.06625017746302,45.46392442224803,51.66989302656631,40.66139822162688,40.38666951952171,37.5994204874862,19.58858064759663,48.26704404510776,13.776907938728852,52.45650009747954,37.934298969009646,8.894574384921485,9.253718723705381,7.891419367124278,12.322400719089835,30.797664509553577,30.85981182410122,42.45083419902487,51.650780696058135,38.384443722475766,41.956220976569966,31.025972370378124,29.335703836681528,27.274467928640007,13.913496416740907,27.142650948823427,8.330041929191456,1.0322325020039145,1.0322325020039145,12.169560960634673,12.169560960634673,7.975259668042279,3.3610599733335405,18.893398874201623,38.920047008913635,31.025972370378124,34.322640319236164,18.19391210681752,13.690057287647067,8.168707755397481,8.442149464073246,7.998744315598778,14.400344147820125,9.44775677728953,9.47105054507643,13321.212354301888,4.993165101669862,21.94993830781791,13321.212354301888,9.318252193077331,7.052128108951561,13321.212354301888,8.312905150777507,2.1804481467529833,27.226723356960953,4.515680017692207,30.450408312861633,28.89862370802827,21.55378526675493,12.51675871920166,38.71651434403878,8.03361506438465,8.899888640445779,27.580224632647642,23.500764191869298,24.352325405551763,29.725475399743758,29.957939210536864,38.71651434403878,38.559961865836385,29.249810464940474,25.96307220595249,21.345931513757677,12.51675871920166,35.30148672515199,39.32027495984344,16.554687866460426,22.055013086557427,30.105690560870602,31.161787084081713,24.713232510277816,27.689712771984663,29.20952008365077
Teddy Bear Museum,45.50364452774193,45.75724199815196,51.774805840861305,54.419344495979146,14.861886702675406,14.78010613380234,14.624907492879714,1.84476794287025,13.237267375954705,13.678976188609367,9.241759184214667,23.415264184863112,31.010069035977008,36.28258259686542,25.55794635317109,22.404195052585404,28.872932384610635,29.70213608787188,16.858389359232287,15.23200010758377,6.110931482852552,5.568986798468922,4.9435164859551435,15.108815432811154,6.9791325157175175,12.674758931033153,0.19102159402127347,0.8012382022823299,0.416477840667278,0.12610636674850143,0,0.12423579884079074,6.857223453757433,7.640961488479991,12.653797026866707,13321.185419834681,9.699795497645063,47.311482128444844,7.383131246680414,19.93231220211059,8.951632668929266,6.1972492784279,12.985678186826048,12.950158919899424,9.456603040002157,22.669561437799576,23.730777720283292,27.922134124821863,13321.185419834681,17.92711441682465,13.774923353491364,14.1035769161977,14.145826705182282,14.220640399490701,30.76626238373297,39.91041308392677,39.129253949135745,56.93531885667792,52.62051193149221,28.77861545045202,46.967784093464665,31.9042613852556,31.954932241842833,28.88258646356078,29.143415121637755,16.759378071580517,32.18957526573541,45.564689055109106,51.774805840861305,40.751754066648594,40.47845586683028,37.71112142333294,19.660857097708227,48.372461425978734,13.84987472875921,52.56905451527298,38.0444382965007,8.959379607270407,9.320177890338162,7.828528482526882,12.382213706403526,30.918567927368443,30.980394480651068,42.55387030795363,51.76957370051922,38.47767783338458,42.05888712509921,31.148205515419335,29.46104761816043,27.356824948747164,13.986361731503116,27.223138963627303,8.41377185296118,1.025271907421466,1.025271907421466,12.131799887180328,12.131799887180328,8.052519768203085,3.419367816545445,18.971896113302193,39.01866828670448,31.148205515419335,34.448022300060785,18.27760039446219,13.764044484950196,8.249944651464057,8.375020084148355,8.124832326991955,14.466923502082276,9.430970753724718,9.456603040002157,13321.185419834681,5.001214594049247,21.907872979214666,13321.185419834681,9.339218397900433,6.9791325157175175,13321.185419834681,8.406635938324044,2.078743782510351,27.345500865821226,4.631333792554886,30.57321531381105,29.02017329555468,21.652812475577214,12.44510880066122,38.84260415963552,8.118106702569449,8.97137835148635,27.70038012309369,23.62156138570235,24.417848213935134,29.84850951740884,30.081990949381357,38.84260415963552,38.686060341776354,29.374579670428172,26.067510607904417,21.45587614645063,12.44510880066122,35.403074393457416,39.4188360234051,16.493061175724396,22.095142637172618,30.22933911925138,31.28372887586313,24.791186725209272,27.80251779802297,29.33107574987266
Play K-Pop Jeju,45.44915788195024,45.68961976182201,51.68397004225827,54.33350968737863,14.74424072155353,14.66245054011032,14.507001152102779,1.7365453456323663,13.120136676141675,13.559437839503072,9.352256757774107,23.42326462956682,31.01422888825362,36.221347592785065,25.566627059464253,22.451209827284483,28.82463236389598,29.632143465732288,16.9783323399086,15.334765537132448,6.230309302002233,5.690134176384422,5.041536242678601,15.21552877164088,7.094806702079261,12.555682528324839,0.17131717702828986,0.7180867165852678,0.30748291027391284,0.15521943579229477,0.12423579884079074,0,6.979126681409428,7.763506199713332,12.738001550154527,13321.309635377078,9.80345780753421,47.2641134021073,7.490902295079729,19.97802769991046,8.834918874816744,6.145077478734167,12.868730123914549,12.832264859430152,9.579880342314476,22.783233783133696,23.85353138475752,27.932530204623383,13321.309635377078,18.049721444515917,13.660441283003218,13.985178799855799,14.028630475131237,14.103236011660728,30.769309844260377,39.80669525079852,39.031771903275086,56.854594598591255,52.53498403773423,28.668189289506564,46.920345248922054,31.899204788402052,31.950688993193864,28.77255163662833,29.166611637585152,16.66495712905309,32.18691984740331,45.46919793011491,51.68397004225827,40.64698397008604,40.374795857236116,37.62977011506825,19.545522005197785,48.28225141892388,13.734927477845652,52.48904608412551,37.96066935081103,8.84124168402699,9.202633259345474,7.947937748723339,12.262369560822293,30.925567702500185,30.988484936036713,42.46086374096711,51.702100970266315,38.37519659255793,41.965465950646134,31.15027686713702,29.41948612834306,27.246693339822144,13.871365476460346,27.111912413500058,8.304862841598068,0.9046615217120509,0.9046615217120509,12.255769221420193,12.255769221420193,8.130431473014864,3.5128903510890117,18.85963119439097,38.92103023451436,31.15027686713702,34.43259756052428,18.168369100963183,13.649574583467928,8.1395185634722,8.492974309936338,8.099068684232265,14.349310229179538,9.554512773497859,9.579880342314476,13321.309635377078,5.119677345444954,22.031440407157294,13321.309635377078,9.453433499549151,7.094806702079261,13321.309635377078,8.305087222492736,2.1762106664953635,27.359235237872312,4.6541157585068085,30.57290563600544,29.02488032302961,21.55569792420402,12.561158963983347,38.81602967683121,8.009707127365205,8.855903601250702,27.709895814624527,23.628980419965053,24.506161167764482,29.84720471295463,30.0756748867783,38.81602967683121,38.658879110853654,29.328869471495313,26.111567593329617,21.49019528435251,12.561158963983347,35.308497351380616,39.32113761639684,16.61269833186121,22.20050899838008,30.22512729644211,31.28694314437599,24.868437256191285,27.830996271779703,29.33575830299532
